시설물명,시설물구분,시설물종류,준공일,종별,위치,차기점검진단일,등급,최종점검진단일
예술의전당3주차장,건축물,다중이용건축물,19901031,2종,서울특별시 서초구 서초동,20200630,B등급,20170630
오두산통일전망대,건축물,다중이용건축물,19920908,2종,경기도 파주시 필승로,20181016,B등급,20151016
제주상록회관,건축물,다중이용건축물,19930208,2종,제주특별자치도 제주시 중앙로,20181222,B등급,20151222
청주 여객청사,건축물,다중이용건축물,19961220,2종,충청북도 청원군 오창대로,20200101,B등급,20150617
성남주경기장,건축물,다중이용건축물,19841224,2종,경기도 성남시 중원구 제일로,20190512,C등급,20160512
농수산물유통공사판매온실가동,건축물,다중이용건축물,19941014,2종,서울특별시 서초구 강남대로,20191111,B등급,20161111
농수산물유통공사판매온실나동,건축물,다중이용건축물,19920629,2종,서울특별시 서초구 강남대로,20191111,B등급,20161111
종합운동장실내수영장,건축물,다중이용건축물,19890226,2종,부산광역시 동래구 사직로,20171025,C등급,20141025
부산문화회관대강당,건축물,다중이용건축물,19880804,2종,부산광역시 남구 대연4동,20180930,B등급,20150930
부산문화회관중강당,건축물,다중이용건축물,19930511,2종,부산광역시 남구 대연4동,20180930,B등급,20150930
충주체육관,건축물,다중이용건축물,19921201,2종,충청북도 충주시 연수동,20200427,C등급,20170427
구미시시민운동장,건축물,다중이용건축물,19840520,2종,경상북도 구미시 박정희로,20180324,B등급,20150324
구월농축산물도매시장채소경매장,건축물,다중이용건축물,19931015,2종,인천광역시 남동 남동대로,20200921,B등급,20170921
시민회관,건축물,다중이용건축물,19931015,2종,경기도 김포시 사우중로,20200317,B등급,20170317
서울보훈병원종합재활센타,건축물,다중이용건축물,19960706,2종,서울특별시 강동구 진황도로61길,20180912,A등급,20140912
서울보훈병원장기입원병동,건축물,다중이용건축물,19911113,2종,서울특별시 강동구 진황도로61길,20180912,A등급,20140912
서울보훈병원본관동,건축물,다중이용건축물,19831231,2종,서울특별시 강동구 진황도로61길,20180912,A등급,20140912
청주박물관본관동,건축물,다중이용건축물,19870720,2종,충청북도 청주시 상당구 명암로,20180421,B등급,20150421
광주시립민속박물관,건축물,다중이용건축물,19871120,2종,광주광역시 북구 서하로,20180624,C등급,20150624
농산물 도매시장 청과물도매시장동,건축물,다중이용건축물,20011016,2종,경상북도 구미시 선산대로,20200508,B등급,20170508
안양시농수산물도매시장수산동,건축물,다중이용건축물,19970325,2종,경기도 안양시 동안구 평촌동,20200623,B등급,20170623
안양종합운동장 주경기장,건축물,다중이용건축물,19860630,1종,경기도 안양시 동안구 평촌대로,20180729,C등급,20160617
안양실내수영장,건축물,다중이용건축물,19891024,2종,경기도 안양시 동안구 평촌대로,20191104,B등급,20161104
구리유통종합시장 할인점동,건축물,다중이용건축물,19980620,2종,경기도 구리시 동구릉로136번길,20180415,B등급,20150415
천안종합운동장 주경기장,건축물,다중이용건축물,20010730,2종,충청남도 천안시 서북구 번영로,20190529,B등급,20160529
농수산물도매시장(청과동),건축물,다중이용건축물,19930419,2종,전라북도 전주시 덕진구 송천동2가,20180611,B등급,20150611
KBS부산방송총국 청사,건축물,다중이용건축물,19880503,2종,부산광역시 수영구 수영로,20191130,B등급,20161130
서울대학교병원 임상의학동,건축물,다중이용건축물,20000125,2종,서울특별시 종로구 연건동 서울대학교병원,20191229,B등급,20161229
서울대학교병원 소아진료부,건축물,다중이용건축물,19860424,2종,서울특별시 종로구 연건동 서울대학교병원,20191229,B등급,20161229
군산시 청소년수련관,건축물,다중이용건축물,19951016,2종,전라북도 군산시 송풍동,20190429,B등급,20160429
유관순체육관,건축물,다중이용건축물,20010730,2종,충청남도 천안시 서북구 번영로,20200526,B등급,20170526
임실군민회관,건축물,다중이용건축물,19961014,2종,전라북도 임실군 호국로,20191027,B등급,20161027
옥천체육센터,건축물,다중이용건축물,20040902,2종,충청북도 옥천군 옥천읍,20190831,B등급,20160831
태백시 고원실내체육관,건축물,다중이용건축물,20040512,2종,강원도 태백시 태백로,20190307,B등급,20160307
서대전역사,건축물,다중이용건축물,20040508,2종,대전광역시 중구 오류동,20191212,B등급,20161212
노원 문화예술회관,건축물,다중이용건축물,20040210,2종,서울특별시 노원구 중계로,20190630,B등급,20160630
광주역사,건축물,다중이용건축물,20040516,2종,광주광역시 북구 중흥동,20200101,B등급,20131213
동해체육관,건축물,다중이용건축물,19990524,2종,강원도 동해시 덕골길,20200630,B등급,20170630
국립광주박물관 본관,건축물,다중이용건축물,19781128,2종,광주광역시 북구 하서로,20200512,B등급,20170512
보령문화예술회관,건축물,다중이용건축물,20020821,2종,충청남도 보령시 성주산로,20200214,B등급,20170214
군산항 국제여객터미널,건축물,다중이용건축물,20041228,2종,전라북도 군산시 소룡동,20191202,A등급,20151202
주경기장,건축물,다중이용건축물,19800910,2종,전라북도 군산시 사정동,20190610,C등급,20160610
경기도의료원 안성병원,건축물,다중이용건축물,19810508,2종,경기도 안성시 고수2로,20181213,B등급,20151213
국립전주박물관,건축물,다중이용건축물,19901026,2종,전라북도 전주시 완산구 쑥고개로,20180428,B등급,20150428
경기도국악당,건축물,다중이용건축물,20040623,2종,경기도 용인시 기흥구 민속촌로,20190507,B등급,20160507
식품종합상가,건축물,다중이용건축물,19861231,2종,서울특별시 송파구 가락1동 가락농수산물시장,20191111,B등급,20161111
당진문예의전당 공연동,건축물,다중이용건축물,20050127,2종,충청남도 당진군 당진읍 읍내리,20200504,B등급,20170504
성남아트센터 오페라하우스,건축물,다중이용건축물,20050920,2종,경기도 성남시 분당구 성남대로,20180828,B등급,20150828
군포시문화예술회관,건축물,다중이용건축물,19980411,2종,경기도 군포시 고산로,20180530,B등급,20150530
봉산문화회관,건축물,다중이용건축물,20040709,2종,대구광역시 중구 봉산문화길,20190427,B등급,20160427
천안임시역사,건축물,다중이용건축물,20041219,2종,충청남도 천안시 대흥동,20200101,B등급,20150331
관람대,건축물,다중이용건축물,20041231,1종,경상남도 김해시 장유면 수가리,20181204,B등급,20151204
본관,건축물,다중이용건축물,20020820,2종,부산광역시 강서구 범방동,20171018,B등급,20141018
관리금융동,건축물,다중이용건축물,19861231,2종,서울특별시 송파구 양재대로,20191111,B등급,20161111
소사국민체육센터,건축물,다중이용건축물,20020508,2종,경기도 부천시 원미구 소사동,20200101,B등급,20051121
근로복지공단 대전병원,건축물,다중이용건축물,19910412,2종,대전광역시 대덕구 계족로,20190630,B등급,20160630
부여종합운동장,건축물,다중이용건축물,20060704,2종,충청남도 부여군 규암면,20180805,B등급,20150805
제주본부 신관람대,건축물,다중이용건축물,20060407,2종,제주특별자치도 북제주군 애월읍,20210523,A등급,20170523
자갈치시장,건축물,다중이용건축물,20060811,2종,부산광역시 중구 자갈치해안로,20200428,B등급,20170428
경기도문화의전당,건축물,다중이용건축물,19910602,2종,경기도 수원시 팔달구 인계동,20200507,C등급,20170507
구미시문화예술회관,건축물,다중이용건축물,19891016,2종,경상북도 구미시 송정대로,20180514,B등급,20150514
통영시민문화회관,건축물,다중이용건축물,19970818,2종,경상남도 통영시 동호동,20180422,B등급,20150422
시민운동장 야구장,건축물,다중이용건축물,19810201,2종,대구광역시 북구 고성로,20180508,B등급,20150508
대구체육관,건축물,다중이용건축물,19710410,2종,대구광역시 북구 대구체육관로,20200703,B등급,20170703
두류수영장,건축물,다중이용건축물,19840725,2종,대구광역시 달서구 성당동,20200706,B등급,20170706
예술의전당,건축물,다중이용건축물,19950410,2종,충청북도 청주시 흥덕구 흥덕로,20190415,B등급,20160415
전북대학교병원 응급센터,건축물,다중이용건축물,19990922,2종,전라북도 전주시 덕진구 건지로,20200612,B등급,20170612
청주체육관,건축물,다중이용건축물,19741101,2종,충청북도 청주시 흥덕구 사직1동,20180808,B등급,20150808
청주수영장,건축물,다중이용건축물,19900928,2종,충청북도 청주시 서원구 흥덕로,20190511,B등급,20160511
올림픽기념국민생활관,건축물,다중이용건축물,19900928,2종,충청북도 청주시 서원구 흥덕로,20190511,B등급,20160511
종합경기장,건축물,다중이용건축물,19790530,2종,충청북도 청주시 흥덕구 사직1동,20190725,C등급,20160725
청주시외버스터미널,건축물,다중이용건축물,19990320,2종,충청북도 청주시 흥덕구 가경동,20200511,B등급,20170511
청주의료원본관동,건축물,다중이용건축물,19940607,2종,충청북도 청주시 서원구 흥덕로,20190627,B등급,20160627
창원체육관,건축물,다중이용건축물,19960930,2종,경상남도 창원시 의창구 원이대로,20180524,C등급,20150524
주경기장,건축물,다중이용건축물,19860917,2종,경기도 수원시 장안구 경수대로,20190326,B등급,20160326
체육관,건축물,다중이용건축물,19841008,2종,경기도 수원시 장안구 경수대로,20190326,B등급,20160326
수원청소년문화센터,건축물,다중이용건축물,19991206,2종,경기도 수원시 팔달구 권광로,20201017,B등급,20171017
농수산물도매시장(청과물도매시장과일동),건축물,다중이용건축물,19930125,2종,경기도 수원시 권선구 세권로,20190426,B등급,20160426
농수산물도매시장 농산B동,건축물,다중이용건축물,19960911,2종,대구광역시 북구 매천로18길,20180428,C등급,20150428
